Original Name,Matched Name,Spotify ID,Match Type,Popularity,Followers
GARY NUMAN,Gary Numan,5KQMtyPE8DCQNUzoNqlEsE,exact,50,478358
GREENTEA PENG,Greentea Peng,5z9wLR0RGBcWMXr4fCZW0K,exact,57,415205
JADE,JADE,24b0qNYNgeOfpP5rbljIB3,exact,60,212373
JAPANESE BREAKFAST,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,exact,60,761217
KAISER CHIEFS,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,exact,59,1358426
KNEECAP,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,exact,62,216537
LEFTFIELD,Leftfield,72hqBMsw7x5jnfxxwkii8L,exact,47,232689
LUCY DACUS,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,exact,68,565997
NICK LOWE,Nick Lowe,3BqaUtuQmqIHg7B5Bc7fP7,exact,48,119158
NOVA TWINS,Nova Twins,7I95CM75shzCjHuTzrepjM,exact,51,149721
PA SALIEU,Pa Salieu,290nCNEce1y6rfoJiO2rK7,exact,55,143498
SCISSOR SISTERS,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,exact,60,585059
THE SCRIPT,The Script,3AQRLZ9PuTAozP28Skbq8V,exact,76,8529181
TV ON THE RADIO,TV On The Radio,3HJIB8sYPyxrFGuwvKXSLR,exact,55,655488
WEEZER,Weezer,3jOstUTkEu2JkjvRdBA5Gu,exact,74,4140040
YUSSEF DAYES,Yussef Dayes,2rspptKP0lPBdlJJAJHqht,exact,59,308841
OLIVIA RODRIGO,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,exact,86,44181840
ROD STEWART,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,exact,73,5191646
THE PRODIGY,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,exact,66,2659120
NOAH KAHAN,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,exact,84,3935014
NILE RODGERS & CHIC,Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz,c,73,170817
CHIC,Chic,0Xf8oDAJYd2D0k3NLI19OV,c,,
WOLF ALICE,Wolf Alice,3btzEQD6sugImIHPMRgkwV,exact,60,744288
JORJA SMITH,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,exact,73,3549761
OVERMONO,Overmono,01PnN11ovfen6xUOHfNpn3,exact,55,164572
THE LIBERTINES,The Libertines,4fSPtBgFPZzygkY6MehwQ7,exact,55,905765
AJ TRACEY,AJ Tracey,4Xi6LSfFqv26XgP9NKN26U,exact,68,1375692
BLACK UHURU,Black Uhuru,5keeQyPKYRxUCKDMECTXG3,exact,45,405303
CELESTE,CELESTE,16HYItTmZdhXM4Yz0CPtVy,exact,29,34654
CYMANDE,Cymande,4hfcSstwnyuBoek1dQwLkG,exact,50,218053
DANILO PLESSOW,Danilo Plessow,3frW3pRt2IpKAysgM8ksle,exact,29,5361
DJO,Djo,5p9HO3XC5P3BLxJs5Mtrhm,exact,74,1865993
FUTURE ISLANDS,Future Islands,1WvvwcQx0tj6NdDhZZ2zZz,exact,60,636248
GIRL IN RED,girl in red,3uwAm6vQy7kWPS2bciKWx9,exact,73,8130218
GOAT,Goat,6jP9Z7o6WlbYvKUOeO5SbP,exact,42,146333
JOY CROOKES,Joy Crookes,5XMyhVhi5ZN2pi0Qwi1zXS,exact,59,484031
KAE TEMPEST,Kae Tempest,1YcprGtF13BYCZQK9jYPEw,exact,42,231752
KATY J PEARSON,Katy J Pearson,6xBsaFua2lgAUlNv8Yh0nQ,exact,37,29376
PARCELS,Parcels,3oKRxpszQKUjjaHz388fVA,exact,67,935239
PAWSA,PAWSA,4E0HD2PMY8kQJIjlShrLUS,exact,70,306905
ROYEL OTIS,Royel Otis,5b5bt4mZQpJMoCRbiQ7diH,exact,71,418146
SHABOOZEY,Shaboozey,3y2cIKLjiOlp1Np37WiUdH,exact,78,1050873
SNOW PATROL,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,exact,70,3190292
SPRINTS,SPRINTS,27nD8P491xX8UzG3j01eIY,exact,40,50818
ST. VINCENT,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,exact,63,937061
THE BIG MOON,The Big Moon,0KU55rzxAihPhi27MAuz9O,exact,38,113597
THE BRIAN JONESTOWN MASSACRE,The Brian Jonestown Massacre,30uiS1n3uIGXJEYFR1GVDy,exact,53,386477
THE MACCABEES,The Maccabees,0vW8z9pZMGCcRtGPGtyqiB,exact,47,372239
THE SELECTER,The Selecter,3wRksusBxJ6npu0PryYheF,exact,37,133032
TURNSTILE,Turnstile,2qnpHrOzdmOo1S4ox3j17x,exact,57,596277
