Original Name,Matched Name,Spotify ID,Match Type,Popularity,Followers
Glixen,Glixen,3eimPofmo9TuKJTgpM9Bcj,exact,37,29364
Glass Beams,Glass Beams,1LTFJvVvRw7ghAyThxYmnF,exact,53,435194
Glorilla,GloRilla,2qoQgPAilErOKCwE2Y8wOG,exact,80,1882845
The Go-Gos,The Go-Gos,2mG8HHQ9S9kcbjcrb5N1FE,c,,
Green Day,Green Day,7oPftvlwr6VrsViSDV7fJY,exact,81,16265850
Gustavo Dudamel,Gustavo Dudamel,0cxXnDhpgxcMMkKddhORHY,exact,52,76120
LA Phil,Los Angeles Philharmonic,6yeL5iw4hXNZtd8T7FOoFU,yes,57,21877
Haai,HAAi,0pkLgeB9j465x1QB2kRoy4,exact,48,53712
Hanumankind,Hanumankind,4nVa6XlBFlIkF6msW57PHp,exact,67,606354
HiTech,HiTech,2Au9zIICTEr0oeV1iQrJ6X,exact,34,13216
Hope Tala,Hope Tala,74CcYmmNeHKe5PrZaISk8e,exact,52,184470
Horsegirl,Horsegirl,2FDvUb4YgyUPpmnm1ILPra,exact,49,56876
Indira Paganotto,Indira Paganotto,0JXc5G7ZImFTwPg3y8MTfR,exact,47,156577
Indo Warehouse,Indo Warehouse,0NSnLQRiWg2ZgnfrXaQ9P2,exact,28,1691
Infected Mushroom,Infected Mushroom,6S2tas4z6DyIklBajDqJxI,exact,55,769041
Interplanetary Criminal,Interplanetary Criminal,6uJ51uV5rYzu1MJkC4CceI,exact,61,60691
Ivan Cornejo,Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,exact,78,3903885
Japanese Breakfast,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,exact,60,760016
Jennie,JENNIE,250b0Wlc5Vk0CoUsaCY84M,exact,82,9025470
Jessie Murph,Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,exact,73,1202439
Jimmy Eat World,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,exact,68,1687080
Judeline,Judeline,1H6X7yhnXZg73f9bssaj1Q,exact,63,159444
Julie,julie,3VNzWLePg9jTvQ2ximYOzW,exact,55,341839
Junior H,Junior H,7Gi6gjaWy3DxyilpF1a8Is,exact,89,23095123
Keinemusik,Keinemusik,26WKgv73kRHD0gEDKD1i8j,exact,74,419664
Keshi,keshi,3pc0bOVB5whxmD50W79wwO,exact,77,3957322
Klangkuenstler,Klangkuenstler,6H77vD9YyhyxHBTkRpbMBk,exact,51,173934
Kneecap,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,exact,62,214361
Kraftwerk,Kraftwerk,0dmPX6ovclgOy8WWJaFEUU,exact,52,844702
Kumo 99,Kumo 99,31UoyJXnXTjUzdwSX1Ylg5,exact,37,25485
Lady Gaga,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,exact,92,35411762
Layton Giordani,Layton Giordani,7mC3RkNNTV6p2j9w4F8Ip4,exact,59,96352
Lisa,LISA,5L1lO4eRHmJ7a0Q6csE5cT,exact,83,11208183
Lola Young,Lola Young,67FB4n52MgexGQIG8s0yUH,exact,82,841582
Los Mirlos,Los Mirlos,1ga48mxYYI9RuUrWLa3voh,exact,49,117456
Maribou State,Maribou State,7zrkALJ9ayRjzysp4QYoEg,exact,68,438617
The Marías,The Marías,2sSGPbdZJkaSE2AbcGOACx,exact,82,2249961
Marina,MARINA,6CwfuxIqcltXDGjfZsMd9A,exact,73,5882501
Mau P,Mau P,0w1sbtZVQoK6GzV4A4OkCv,exact,63,146473
Medium Build,Medium Build,3C6wmSgnZuqxVQyBWujBsn,exact,50,99319
Megan Thee Stallion,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,exact,80,10225748
Meute,MEUTE,1z5xbcOeFRQXBVDpvRPh8H,exact,49,451879
Miike Snow,Miike Snow,4l1cKWYW591xnwEGxpUg3J,exact,54,634227
Mind Against,Mind Against,48LWLoeY0dhwaiX1FRsn72,exact,47,138206
Massano,Massano,6htWLP8aiuf19FYMA4VQAZ,exact,59,129276
Missy Elliott,Missy Elliott,2wIVse2owClT7go1WT98tk,exact,71,2616771
Mohamed Ramadan,Mohamed Ramadan,4CflzQprp6nZxKiv0t78tH,exact,55,1704615
Moon Boots,Moon Boots,3cIXmCH7iNcslTbwrwS7zy,exact,45,104285
Muni Long,Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,exact,68,782115
Mustard,Mustard,0YinUQ50QDB7ZxSCLyQ40k,exact,72,1566779
The Original Misfits,Misfits,1cXi8ALPQCBHZbf0EgP4Ey,yes,63,1547430
Parcels,Parcels,3oKRxpszQKUjjaHz388fVA,exact,67,934203
Parisi,PARISI,1UJfZU4rQx3bJ3tGypRuAT,exact,47,11109
Pete Tong,Pete Tong,6n1t55WMsSIUFHrAL4mUsB,exact,50,174249
Ahmed Spins,Ahmed Spins,4jercY4pUhY6jB8eQjpVJV,exact,53,68058
Polo & Pan,Polo & Pan,45yEuthJ9yq1rNXAOpBnqM,c,,
Post Malone,Post Malone,246dkjvS1zLTtiykXe5h60,exact,88,46618142
Prison Affair,Prison Affair,7zsy26T28IR0WxwVRZ9Aai,exact,35,30528
The Prodigy,The Prodigy,4k1ELeJKT1ISyDv8JivPpB,exact,66,2656286
Ravyn Lenae,Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,exact,68,511736
Rawayana,Rawayana,2AbQwU2cuEGfD465wCXlg2,exact,71,911130
Rema,Rema,46pWGuE3dSwY3bMMXGBvVS,exact,77,6689803
Saint Jhn,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,exact,68,1112399
Salute,salute,1np8xozf7ATJZDi9JX8Dx5,exact,52,84756
Sam Fender,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,exact,75,1030619
Sammy Virji,Sammy Virji,1GuqTQbuixFHD6eBkFwVcb,exact,64,164568
Sara Landry,Sara Landry,7eILArMiTFTQf8SEh5fFHK,exact,58,319226
Seun Kuti,Seun Kuti,1GQur7dDvAWhKT9u9YwBJZ,exact,44,55933
Egypt 80,Egypt 80,6L71LxY17w8Yzh1zUphpiW,exact,39,7928
Shaboozey,Shaboozey,3y2cIKLjiOlp1Np37WiUdH,exact,78,1047197
Shermanology,Shermanology,4Siyzg8kWayQfPQsPSl6JI,exact,55,53710
Shoreline Mafia,Shoreline Mafia,4tYSBptyGeVyZsk8JC4JHZ,exact,68,1290627
Snow Strippers,Snow Strippers,6TsAG8Ve1icEC8ydeHm3C8,exact,67,215096
Soft Play,SOFT PLAY,3xByNj8XW17oW0wsJhgzYL,exact,52,255197
Sparrow & Barbossa,Sparrow & Barbossa,3c1sTwL4HuWkrciiKHpnmx,c,,
Speed,Speed,4wf6GGNBqaU79839E6yjfn,c,,
Still Woozy,Still Woozy,4iMO20EPodreIaEl8qW66y,exact,65,1067219
Talón,Talón,4wNQV7tJw5nfk1xDAohIZg,exact,17,1579
Thee Sacred Souls,Thee Sacred Souls,0oK5D6uPhGu4Jk2dbZfodU,exact,71,731234
Three 6 Mafia,Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,exact,63,1399105
Tink,Tink,4v6XOdonnfpdTKTRJArG7v,exact,60,1318161
Tinlicker,Tinlicker,5EmEZjq8eHEC6qFnT63Lza,exact,64,243223
Together Pangea,Together Pangea,29q1axQPERERxUzqufXMqB,exact,41,110524
Tops,Tops,2SdK1QDmZIP2hk94rSaLl9,c,,
T-Pain,T-Pain,3aQeKQSyrW4qWr35idm0cy,exact,78,5331092
Travis Scott,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,exact,92,37326679
Tripolism,Tripolism,18JlbX3l0yzlwdnQVJrLsp,exact,44,8929
Ty Dolla $ign,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,exact,82,6214583
Tyla,Tyla,3SozjO3Lat463tQICI9LcE,exact,78,2694485
Underscores,underscores,7HfUJxeVTgrvhk0eWHFzV7,exact,52,110434
Viagra Boys,Viagra Boys,2nAKP6etu8wXNnezKXgqgg,exact,58,357309
Vintage Culture,Vintage Culture,28uJnu5EsrGml2tBd7y8ts,exact,72,1914144
Vs Self,Vs Self,4417xRt2a90h8KtmfsaWL8,exact,46,79916
VTSS,VTSS,0zo109NM3S7CqHpvlXwqEN,exact,43,75691
Wisp,Wisp,3TJZG17pjOKXwx1ELKJPfm,exact,63,487960
XG,XG,0LOK81e9H5lr61HlGGHqwA,exact,69,1978004
Yeat,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,exact,80,5686248
Yo Gabba Gabba!,Yo Gabba Gabba,5FzSQmddi3XVt5zuvfGStF,correct,34,18898
Yulia Niko,Yulia Niko,3RUNl0j2ISAQdC2Fxhj2q3,exact,36,14505
Zedd,Zedd,2qxJFvFYMEDqd7ui6kSAcq,exact,75,6044468
2hollis,2hollis,72NhFAGG5Pt91VbheJeEPG,exact,64,220622
4batz,4batz,5fi7lIgJGH3RgUpJYcffQ7,exact,64,631354
