Original Name,Matched Name,Spotify ID,Match Type,Popularity,Followers
LTJ BUKEM,LTJ Bukem,5Wfn5sc1w3DhMTpU7oPJZL,exact,43,123623
LUCA TESTA,Luca Testa,0Dzj2bn9ivDSjvJVSKL4q7,exact,53,33354
LUKE HUNTER,LUKE HUNTER,6Px0cCetpMntBnpTxmjFRw,c,,
MADDIX,Maddix,0RMeG9M8QFzss9bAbq99KA,exact,66,185915
MAGA,MAGA,3SLZrLX47S9PmPRabiESVl,c,,
MARAUDA,MARAUDA,3YLUvWzk9eBm1WrHFlZxM4,exact,43,89725
MARC ROMBOY,Marc Romboy,623ecFS6T9xsx9Rb98eii5,exact,38,54898
MARCO FARAONE,Marco Faraone,00IUMN7pWAU2jYWcdOt5c3,exact,33,35075
MARCO NINNI,MARCO NINNI,7hxvHNEs9QxUlhZYOj32kJ,c,,
MARTIN GARRIX,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,exact,75,15157742
MASSANO,Massano,6htWLP8aiuf19FYMA4VQAZ,exact,59,129784
CHRIS AVANTGARDE,Chris Avantgarde,715OI7hiv58daVlEDXM47U,exact,56,63954
MAU P,Mau P,0w1sbtZVQoK6GzV4A4OkCv,exact,63,147212
MISS MONIQUE,Miss Monique,29TpNOsTNYbLb6Xa10H0PR,exact,57,308399
MODESTEP,Modestep,5zYJziKktyqWwmoAWXrShP,exact,45,340421
MORITZ HOFBAUER,Moritz Hofbauer,6PIxyj355iDhl3wQSsHXPE,exact,36,19363
MORTEN,MORTEN,19HFRWmRCl27kTk6LeqAO8,exact,64,125989
MR.BLACK,MR.BLACK,7tGP2lCt2Xkoc3BCN13NWU,exact,42,26776
MYKRIS,MYKRIS,74FoBhis1hShJt1oBnmXkC,exact,24,3413
NERO,NERO,4uRYpUQZrNrY5t8tAv3XrD,exact,55,795290
NGHTMRE,NGHTMRE,76M2Ekj8bG8W7X2nbx2CpF,exact,57,472214
SULLIVAN KING,Sullivan King,1CXuuw8HJhyN80HlNzvL1e,exact,55,253932
NIC FANCIULLI,Nic Fanciulli,7btR5VXutQv39SDEzcfXEk,exact,52,82869
NICO MORENO,Nico Moreno,6fjhNhp9IoeiZpEXq9AT2S,exact,55,289749
NIFRA,Nifra,4Ipm3lGKLqzhir25JU846A,exact,43,31314
NUSHA,Nusha,5jsGnMw1mnU4FfhhcXUR6Q,exact,32,29662
ODD MOB,Odd Mob,4qLwtWhlhyAoQ4S9mSrDW9,exact,63,97972
OLIVER HELDENS,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,exact,66,1057584
OLYMPE,OLYMPE,5uK8yW5uGiMKQH3YI8DztF,c,,
OMAR DEAZ,OMAR DEAZ,3In7BBqfQb7TP7pRcNV2Sq,c,,
OMIKI,Omiki,7pHwBqsYULdAdHgSwf1q9f,exact,54,108979
PARTIBOI69,Partiboi69,0CutULGVZ24wOr1HHYoEOL,exact,45,76314
JUICY ROMANCE,Juicy Romance,55RZaB7LJnx3sXeyVJXB2e,exact,35,6127
PATRICK TOPPING,Patrick Topping,7yRimuQSC5Ks3T2Ts0iyZa,exact,46,186930
PEEKABOO,PEEKABOO,4Ok1Cm5YX5StCQZgH0r2xF,exact,52,134212
RAFAEL CERATO,Rafael Cerato,3NUcxMYt10f6cx567crDk2,exact,39,45080
RICHARD FRAIOLI,Richard Fraioli,1g7fToDxZNdHZAjJLzRAla,exact,15,594
RICHIE HAWTIN,Richie Hawtin,3AhwIUus3pIaA3CvYBEtpy,exact,38,279495
ROOLER,Rooler,2lpFs8QJyIeVDb2Sq4vZYi,exact,59,123298
RUBEN DE RONDE,Ruben de Ronde,3q7BRw9D1DupXTONJdr94m,exact,44,43065
SAID THE SKY,Said The Sky,4LZ4De2MoO3lP6QaNCfvcu,exact,55,291037
SAM FELDT,Sam Feldt,20gsENnposVs2I4rQ5kvrf,exact,67,792018
SANDRO BIANCHI,SANDRO BIANCHI,1YiLX8QDsOyPcy2pJqsmJs,c,,
SHLOMO,SHLOMO,0ZdNs1hU6aAiaZxvFbtDWF,c,,
SKEPSIS,Skepsis,6DnQYUjtYusK9QJts9HqSC,exact,57,47407
SKREAM,Skream,2jbP92oFLWqPqogflK1wlW,exact,45,136655
INTERPLANETARY CRIMINAL,Interplanetary Criminal,6uJ51uV5rYzu1MJkC4CceI,exact,61,60856
SKRILLEX,Skrillex,5he5w2lnU9x7JFhnwcekXX,exact,75,7685209
SOLOMUN,Solomun,5wJK4kQAkVGjqM9x46KQOC,exact,61,1024064
SONNY FODERA,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,exact,70,254054
SOTA,SOTA,78UYwUXnotbqcp2NTxjujP,exact,45,36711
SOUL GOODMAN,Soul Goodman,3tgq4OwTuVZOpeipKDMpgi,exact,26,1083
SPACE 92,Space 92,6TVdVlY6irsNPkMHT2HkfD,exact,53,95542
POPOF,POPOF,0MYlLecAhhfpvJ8WPhmQWp,exact,,14
STEPHAN BODZIN,Stephan Bodzin,2nq2BeSbzExGAv3Y4HgUf7,exact,48,319798
STEVE AOKI,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,exact,72,3804623
SUB ZERO PROJECT,Sub Zero Project,4f0OXMMSxr0r8Ztx6CdpAl,exact,57,215316
SUBTRONICS,Subtronics,3NJ94iuAmmMjbszODYT6pO,exact,63,367487
TAKSHAK,Takshak,5AiSpbBs2VjtqVndrjwICA,exact,10,353
TANK,Tank,4mwXUEKaW4ftbncf9Hi58l,exact,54,758404
TERRA,TERRA,3AGraoTrmcOXMg9CQS8uro,exact,11,325
THE PURGE,THE PURGE,4CyjDlfEi7Sb4NLgWP0x3w,c,,
TIËSTO,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,exact,82,7745730
TIMMY TRUMPET,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,exact,71,1237810
TOKIMONSTA,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,exact,51,315110
TONE ABSTRACT,Tone Abstract,4T4gFhxLcKq1nlBIfpXWQa,exact,20,319
VICTOR CARDENAS,Victor Cardenas,00CMSJdbf36zOzKB3z8JrR,exact,54,18608
VINI VICI,Vini Vici,29zsVzEH33dD5QqxeL8dvy,exact,63,562428
VTSS,VTSS,0zo109NM3S7CqHpvlXwqEN,exact,43,75813
WAGS,WAGS,5vbuZ8h6kjV38LGh8uQJ1i,exact,10,124
WILKINSON,WILKINSON,6SMnTebrWs1rHYurPhS9lO,exact,,8
WYZZARD,Wyzzard,6wwQGRL08TQMvjEa7O61Y4,exact,,96
X-CON,X-CON,2EMhjp2tTliH22cf1ZnZa1,exact,,7
ZEDD,ZEDD,2qxJFvFYMEDqd7ui6kSAcq,c,,
ZEDS DEAD,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh,exact,62,633101
ZORZA,ZORZA,2G6VFnqy09VZpnqiesHgLC,exact,,49
