Original Name,Matched Name,Spotify ID,Match Type,Popularity,Followers
"Love,Shaun","Love,Shaun",4qvKSBd9PKGZQ7cmWdOllu,exact,30,2245
Lowdown Brass Band,Lowdown Brass Band,0DccOPSJ5LcC4HDiDZl17u,exact,23,6760
Main Phase,Main Phase,0cVit0XTp4KB738vqWkUZ3,exact,38,14741
Mersiv,Mersiv,6JU4RsXcN7rLafs39HwFxf,exact,44,56945
Midnight Generation,Midnight Generation,4CKIGHCZRzNoiNDSaW5eaq,exact,50,72309
Mike Posner,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,exact,70,1453073
Mindchatter,Mindchatter,1He0ZKninbT4FMEV9hUZKn,exact,48,84532
Mochakk,Mochakk,0rTh1tAdrEbdKZBTiiAQSo,exact,58,482652
Moody Good,Moody Good,3EN8pUGJtYWutzf2fUxrDH,exact,38,41879
Nasaya,NASAYA,5932gYdqLCu1ftKVXf1PO4,exact,48,30067
Nia Archives,Nia Archives,7BMR0fwtEvzGtK4rNGdoiQ,exact,56,204858
Nimino,nimino,5x0R3zoC09GMiRJomoexLV,exact,65,111522
Notion,NOTION,1uRVM0wBdtyEuU582EeKJM,exact,78,95598
Of The Trees,Of The Trees,5V7NIXgCnX2KuQ01Bxg20c,exact,50,112683
ØTTA,ØTTA,13Mv9xsTvpgUxCdth9MWnG,exact,32,29743
Pocket,Pocket,2VizsdU66dsMBEg8h4Vkzo,exact,25,8126
Pretty Pink,Pretty Pink,78GHS9zWXcj8tBke222g5N,exact,48,53109
Ray Volpe,Ray Volpe,2K9qsrYnsu1EWt7ZQkkuXb,exact,51,151279
Riordan,Riordan,68rU1sdZ0HjxjEC5YnSmao,exact,47,42767
Roi Turbo,Roi Turbo,4T2y3FbT8mM5JEp41gXtEP,exact,24,1023
Sara Landry,Sara Landry,7eILArMiTFTQf8SEh5fFHK,exact,58,320325
Saxsquatch,Saxsquatch,0rsyQklwpBiAvkeXbnFB1t,exact,32,23783
Say She She,Say She She,1WGb8nCPGJA0RyriSDIQfC,exact,45,71810
Sota,SOTA,78UYwUXnotbqcp2NTxjujP,exact,45,36711
Sub Focus,Sub Focus,0QaSiI5TLA4N7mcsdxShDO,exact,67,513902
Taahliah,TAAHLIAH,2pGARcnqDa3WoicxemVeqU,exact,27,13963
Tape B,Tape B,59tlsKpLWoLTxjNNS2wdPi,exact,52,70907
The Free Label,The Free Label,4YOL2g6AwphwsB1dOZZSOr,exact,38,18102
The Knocks,The Knocks,2x7EATekOPhFGRx3syMGEC,exact,59,242102
Dragonette,Dragonette,4GLJPBj5Cdr9AgLKvLWM4n,exact,58,102485
The Philharmonik,The Philharmonik,3A7OTJpEsOObdTqn1ANNhi,exact,33,35555
The Strike,The Strike,6VB4TqEl0yfaF88LYHH4wj,exact,51,59191
The String Cheese Incident,The String Cheese Incident,7N3JfLDzzjXdPbsyco7X0l,exact,42,234550
Tiësto,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,exact,82,7745730
Tractorbeam,The Disco Biscuits,1sahk8ZhHF9FB59DMyDi8D,c,,
Villager,Villager,5NhirHwHO8nu6MrwjBizh7,exact,34,12765
Vintage Culture,Vintage Culture,28uJnu5EsrGml2tBd7y8ts,exact,72,1915304
Will Clarke,Will Clarke,1OmOdgwIzub8DYPxQYbbbi,exact,41,55008
WonkyWilla,WonkyWilla,2Aa5prvbqcjMJTHURdKyOO,exact,44,13631
Wreckno,Wreckno,6j78LtFLqDG65Ju57NUM5N,exact,40,28256
YDG,YDG,286Ranmy5NZOVyIwNwAUE4,exact,52,28265
Zeds Dead,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh,exact,62,633101
Zingara,Zingara,5LxbXRVEMOw6i1WSa2YQn1,exact,46,68653
